submission_number,authorization_pathway,final_decision_date,decision_year,decision_quarter,device_name,company_name,fda_panel,primary_product_code,authorization_detail_matched,detail_device_name,detail_applicant,date_received,review_days,decision_code,decision_description,clearance_type,third_party_flag,expedited_review_flag,denovo_request_type,predetermined_change_control_plan_authorized,statement_or_summary_available,classification_name,device_class,regulation_number,medical_specialty,medical_specialty_description,review_panel,implant_flag,life_sustain_support_flag,gmp_exempt_flag,classification_third_party_flag,summary_malfunction_reporting,linked_recall_records,linked_recall_events,open_recall_records,closed_recall_records,first_recall_initiated_date,latest_recall_initiated_date,days_to_first_recall,has_linked_recall,recall_linkage_method,source_snapshot_date,fda_ai_list_url
K221733,510(k),2022-09-13,2022,Q3,"MAGNETOM Sola, MAGNETOM Altea, MAGNETOM Sola Fit","Siemens Medical Solutions USA, Inc.",Radiology,LNH,1,"MAGNETOM Sola, MAGNETOM Altea, MAGNETOM Sola Fit","Siemens Medical Solutions USA, Inc.",2022-06-15,90,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220986,510(k),2022-09-12,2022,Q3,Aquilion Precision (TSX-304A/4) V10.10 with AiCE,Canon Medical Systems Corporation,Radiology,JAK,1,Aquilion Precision (TSX-304A/4) V10.10 with AiCE,Canon Medical Systems Corporation,2022-04-04,161,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221456,510(k),2022-09-12,2022,Q3,Rapid ICH,iSchemaView Inc.,Radiology,QAS,1,Rapid ICH,"Ischemaview, Inc.",2022-05-19,116,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222076,510(k),2022-09-08,2022,Q3,EFAI ChestSuite XR Pleural Effusion Assessment System,"Ever Fortune.AI Co., Ltd.",Radiology,QFM,1,EFAI ChestSuite XR Pleural Effusion Assessment System,"Ever Fortune.Ai, Co., Ltd.",2022-07-14,56,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Prioritization Software For Lesions,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220783,510(k),2022-09-07,2022,Q3,syngo.via RT Image Suite,Siemens Medical Solutions USA Inc.,Radiology,MUJ,1,syngo.via RT Image Suite,"Siemens Medical Solutions USA, Inc.",2022-03-17,174,SESE,Substantially Equivalent,Special,N,,,,1,"System, Planning, Radiation Therapy Treatment",2,892.5050,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K213960,510(k),2022-09-06,2022,Q3,LiverMultiScan v5 (LMSv5),Perspectum,Radiology,LNH,1,LiverMultiScan v5 (LMSv5),Perspectum,2021-12-17,263,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221241,510(k),2022-09-01,2022,Q3,DrAid for Radiology v1,VinBrain Joint Stock Company,Radiology,QFM,1,DrAid for Radiology v1,Vinbrain Joint Stock Company,2022-04-29,125,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Prioritization Software For Lesions,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221100,510(k),2022-08-29,2022,Q3,Viz RV/LV,"Viz.ai, Inc.",Radiology,QIH,1,Viz RV/LV,"Viz. Ai, Inc.",2022-04-14,137,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222277,510(k),2022-08-26,2022,Q3,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,1,BriefCase,"Aidoc Medical , Ltd.",2022-07-29,28,SESE,Substantially Equivalent,Special,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K211841,510(k),2022-08-25,2022,Q3,MRI Planner,Spectronic Medical AB,Radiology,MUJ,1,MRI Planner,Spectronic Medical AB,2021-06-14,437,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Planning, Radiation Therapy Treatment",2,892.5050,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221962,510(k),2022-08-25,2022,Q3,LINQ II Insertable Cardiac Monitor,"Medtronic, Inc.",Cardiovascular,MXD,1,LINQ II Insertable Cardiac Monitor,"Medtronic, Inc.",2022-07-05,51,SESE,Substantially Equivalent,Traditional,N,,,,1,"Recorder, Event, Implantable Cardiac, (With Arrhythmia Detection)",2,870.1025,CV,Cardiovascular,CV,Y,N,N,N,Eligible,1,1,1,0,2023-11-03,2023-11-03,435.0,1,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220598,510(k),2022-08-24,2022,Q3,AutoContour Model RADAC V2,"Radformation, Inc.",Radiology,QKB,1,AutoContour Model RADAC V2,"Radformation, Inc.",2022-03-02,175,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Image Processing Software For Radiation Therapy,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221599,510(k),2022-08-22,2022,Q3,HS40 Diagnostic Ultrasound System,"Samsung Medison Co., Ltd.",Radiology,IYN,1,HS40 Diagnostic Ultrasound System,"Samsung Medison Co., Ltd.",2022-06-02,81,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Imaging, Pulsed Doppler, Ultrasonic",2,892.1550,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222172,510(k),2022-08-19,2022,Q3,MI View&GO,"Siemens Medical Solutions USA, Inc.",Radiology,QIH,1,MI View&GO,"Siemens Medical Solutions USA, Inc.",2022-07-21,29,SESE,Substantially Equivalent,Special,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K213686,510(k),2022-08-12,2022,Q3,SKOUT Software,Iterative Scopes Inc.,Gastroenterology-Urology,QNP,1,SKOUT Software,"Iterative Scopes, Inc.",2021-11-22,263,SESE,Substantially Equivalent,Traditional,N,,,,1,Gastrointesinal Lesion Software Detection System,2,876.1520,GU,"Gastroenterology, Urology",GU,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220349,510(k),2022-08-12,2022,Q3,TeraRecon Neuro,"TeraRecon, Inc",Radiology,LLZ,1,TeraRecon Neuro,"Terarecon,Inc.",2022-02-07,186,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K213713,510(k),2022-08-11,2022,Q3,AI-Rad Companion (Pulmonary),Siemens Healthcare GmBh,Radiology,JAK,1,AI-Rad Companion (Pulmonary),Siemens Healthcare GmbH,2021-11-24,260,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K213645,510(k),2022-08-08,2022,Q3,ClearPoint Maestro Brain Model,"ClearPoint Neuro, Inc.",Radiology,QIH,1,ClearPoint Maestro Brain Model,"ClearPoint Neuro, Inc.",2021-11-18,263,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221347,510(k),2022-08-03,2022,Q3,Transpara 1.7.2,ScreenPoint Medical B.V.,Radiology,QDQ,1,Transpara 1.7.2,Screenpoint Medical B.V.,2022-05-09,86,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,892.2090,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221432,510(k),2022-08-03,2022,Q3,Customize,3D-Side SA,Radiology,QIH,1,Customize,3D-Side S.A.,2022-05-17,78,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K213760,510(k),2022-07-29,2022,Q3,ABMD Software,HeartLung Corporation,Radiology,KGI,1,ABMD Software,HeartLung Corporation,2021-12-01,240,SESE,Substantially Equivalent,Traditional,N,,,,1,"Densitometer, Bone",2,892.1170,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220961,510(k),2022-07-29,2022,Q3,Deep Learning Image Reconstruction,GE Healthcare Japan Corporation,Radiology,JAK,1,Deep Learning Image Reconstruction,Ge Healthcare Japan Corporation,2022-04-01,119,SESE,Substantially Equivalent,Special,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K213998,510(k),2022-07-28,2022,Q3,cvi42 Auto Imaging Software Application,Circle Cardiovascular Imaging Inc,Radiology,QIH,1,cvi42 Auto Imaging Software Application,"Circle Cardiovascular Imaging, Inc.",2021-12-21,219,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221923,510(k),2022-07-28,2022,Q3,Swoop Portable MR Imaging System,"Hyperfine, Inc.",Radiology,LNH,1,Swoop Portable MR Imaging System,"Hyperfine, Inc.",2022-07-01,27,SESE,Substantially Equivalent,Special,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K210822,510(k),2022-07-27,2022,Q3,DeepRhythmAI,Medicalgorithmics S.A.,Cardiovascular,DQK,1,DeepRhythmAI,Medicalgorithmics S.A.,2021-03-19,495,SESE,Substantially Equivalent,Traditional,N,,,,1,"Computer, Diagnostic, Programmable",2,870.1425,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220439,510(k),2022-07-25,2022,Q3,Viz SDH,"Viz.ai, Inc.",Radiology,QAS,1,Viz SDH,"Viz. Ai, Inc.",2022-02-16,159,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220624,510(k),2022-07-22,2022,Q3,AI4CMR v1.0,AI4MedImaging Medical Solutions S.A.,Radiology,LLZ,1,AI4CMR v1.0,Ai4medimaging Medical Solutions S.A.,2022-03-03,141,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220882,510(k),2022-07-22,2022,Q3,"Vivid E80, Vivid E90, Vivid E95",GE Medical Systems Ultrasound and,Radiology,IYN,1,"Vivid E80, Vivid E90, Vivid E95",Ge Medical Systems Ultrasound And,2022-03-25,119,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Imaging, Pulsed Doppler, Ultrasonic",2,892.1550,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220940,510(k),2022-07-22,2022,Q3,"EchoPAC Software Only, EchoPAC Plug-in","GE Medical Systems Ultrasound and Primary Care Diagnostics,",Radiology,QIH,1,"EchoPAC Software Only, EchoPAC Plug-in",GE Medical Systems Ultrasound and Primary Care Diagnostics,2022-03-31,113,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220956,510(k),2022-07-20,2022,Q3,Libby Echo:Prio,"Dyad Medical, Inc",Radiology,QIH,1,Libby Echo:Prio,"Dyad Medical, Inc.",2022-04-01,110,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K213357,510(k),2022-07-19,2022,Q3,"Study Watch with Irregular Pulse Monitor (Home), Study Watch with Irregular Pulse Monitor",Verily Life Sciences LLC,Cardiovascular,DXH,1,"Study Watch with Irregular Pulse Monitor (Home), Study Watch with Irregular Pulse Monitor","Verily Life Sciences, LLC",2021-10-12,280,SESE,Substantially Equivalent,Traditional,N,,,,1,"Transmitters And Receivers, Electrocardiograph, Telephone",2,870.2920,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K213409,510(k),2022-07-19,2022,Q3,ZEUS System (Zio Watch),"iRhythm Technologies, Inc.",Cardiovascular,DQK,1,ZEUS System (Zio Watch),"iRhythm Technologies, Inc.",2021-10-19,273,SESE,Substantially Equivalent,Traditional,N,,,,1,"Computer, Diagnostic, Programmable",2,870.1425,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220815,510(k),2022-07-19,2022,Q3,BrainInsight,"Hyperfine, Inc.",Radiology,QIH,1,BrainInsight,"Hyperfine, Inc.",2022-03-21,120,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221147,510(k),2022-07-18,2022,Q3,"Vivid T8, Vivid T9","GE Medical Systems Ultrasound and Primary Care Diagnostics,",Radiology,IYN,1,"Vivid T8, Vivid T9",GE Medical Systems Ultrasound and Primary Care Diagnostics,2022-04-20,89,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Imaging, Pulsed Doppler, Ultrasonic",2,892.1550,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221148,510(k),2022-07-18,2022,Q3,Vivid iq,GE Medical Systems Ultrasound & Primary Care Diagnostics LLC,Radiology,IYN,1,Vivid iq,"GE Medical Systems Ultrasound & Primary Care Diagnostics, LLC",2022-04-20,89,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Imaging, Pulsed Doppler, Ultrasonic",2,892.1550,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220619,510(k),2022-07-15,2022,Q3,"Vivid S60N, Vivid S70N","GE Medical Systems Ultrasound and Primary Care Diagnostics,",Radiology,IYN,1,"Vivid S60N, Vivid S70N",GE Medical Systems Ultrasound and Primary Care Diagnostics,2022-03-03,134,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Imaging, Pulsed Doppler, Ultrasonic",2,892.1550,RA,Radiology,RA,N,N,N,Y,Eligible,2,1,2,0,2023-05-30,2023-05-30,319.0,1,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221203,510(k),2022-07-14,2022,Q3,AHI System,Fifth Eye Inc.,Cardiovascular,QNV,1,AHI System,"Fifth Eye, Inc.",2022-04-26,79,SESE,Substantially Equivalent,Special,N,,,,1,Adjunctive Hemodynamic Indicator With Decision Point,2,870.2220,CV,Cardiovascular,CV,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221727,510(k),2022-07-13,2022,Q3,syngo.CT Extended Functionality,"Siemens Medical Solutions USA, Inc.",Radiology,JAK,1,syngo.CT Extended Functionality,"Siemens Medical Solutions USA, Inc.",2022-06-14,29,SESE,Substantially Equivalent,Special,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K212783,510(k),2022-07-08,2022,Q3,ProstatID,"ScanMed, LLC",Radiology,QDQ,1,ProstatID,"Scanmed, LLC",2021-09-01,310,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,892.2090,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K210069,510(k),2022-07-06,2022,Q3,Minuteful - kidney test,Healthy.io Ltd.,Clinical Chemistry,JIR,1,Minuteful - kidney test,"Healthy.Io, Ltd.",2021-01-11,541,SESE,Substantially Equivalent,Traditional,N,,,,1,"Indicator Method, Protein Or Albumin (Urinary, Non-Quant.)",1,862.1645,CH,Clinical Chemistry,CH,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K213794,510(k),2022-06-29,2022,Q2,Eko Murmur Analysis Software (EMAS),"Eko Devices, Inc.",Cardiovascular,DQD,1,Eko Murmur Analysis Software (EMAS),"Eko Devices, Inc.",2021-12-06,205,SESE,Substantially Equivalent,Traditional,N,,,,1,"Stethoscope, Electronic",2,870.1875,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
