submission_number,authorization_pathway,final_decision_date,decision_year,decision_quarter,device_name,company_name,fda_panel,primary_product_code,authorization_detail_matched,detail_device_name,detail_applicant,date_received,review_days,decision_code,decision_description,clearance_type,third_party_flag,expedited_review_flag,denovo_request_type,predetermined_change_control_plan_authorized,statement_or_summary_available,classification_name,device_class,regulation_number,medical_specialty,medical_specialty_description,review_panel,implant_flag,life_sustain_support_flag,gmp_exempt_flag,classification_third_party_flag,summary_malfunction_reporting,linked_recall_records,linked_recall_events,open_recall_records,closed_recall_records,first_recall_initiated_date,latest_recall_initiated_date,days_to_first_recall,has_linked_recall,recall_linkage_method,source_snapshot_date,fda_ai_list_url
K193294,510(k),2020-07-10,2020,Q3,AI-Rad Companion Engine,"Siemens Medical Solutions USA, Inc.",Radiology,LLZ,1,AI-Rad Companion Engine,"Siemens Medical Solutions USA, Inc.",2019-11-27,226,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K200941,510(k),2020-07-09,2020,Q3,Rapid LVO,iSchemaView Inc.,Radiology,QAS,1,Rapid LVO,"Ischemaview, Inc.",2020-04-08,92,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193073,510(k),2020-07-06,2020,Q3,Deep Recon,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,JAK,1,Deep Recon,"Shanghai United Imaging Healthcare Co., Ltd.",2019-11-04,245,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192880,510(k),2020-07-02,2020,Q3,InferRead Lung CT.AI,"Beijing Infervision Technology Co.,Ltd.",Radiology,OEB,1,InferRead Lung CT.AI,"Beijing Infervision Technology Co., Ltd.",2019-10-09,267,SESE,Substantially Equivalent,Traditional,N,,,,1,"Lung Computed Tomography System, Computer-Aided Detection",2,892.2050,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193252,510(k),2020-07-02,2020,Q3,Contour ProtegeAI,MIM Software Inc.,Radiology,QKB,1,Contour ProtegeAI,"Mim Software, Inc.",2019-11-25,220,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Image Processing Software For Radiation Therapy,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K200760,510(k),2020-06-26,2020,Q2,Rapid ASPECTS,iSchemaView Inc.,Radiology,POK,1,Rapid ASPECTS,"Ischemaview, Inc.",2020-03-24,94,SESE,Substantially Equivalent,Traditional,N,,,,1,Computer-Assisted Diagnostic Software For Lesions Suspicious For Cancer,2,892.2060,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K200855,510(k),2020-06-24,2020,Q2,CINA,AVICENNA.AI,Radiology,QAS,1,CINA,Avicenna.Ai,2020-03-31,85,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K200232,510(k),2020-06-23,2020,Q2,LVivo Software Application,DiA Imaging Analysis Ltd,Radiology,QIH,1,LVivo Software Application,"Dia Imaging Analysis, Ltd.",2020-01-30,145,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193298,510(k),2020-06-19,2020,Q2,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,1,BriefCase,"Aidoc Medical , Ltd.",2019-11-27,205,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193290,510(k),2020-06-17,2020,Q2,AI-Rad Companion Brain MR,"Siemens Medical Solutions USA, Inc.",Radiology,LLZ,1,AI-Rad Companion Brain MR,"Siemens Medical Solutions USA, Inc.",2019-11-27,203,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K200921,510(k),2020-06-17,2020,Q2,qER,Qure.ai Technologies,Radiology,QAS,1,qER,Qure.Ai Technologies,2020-04-06,72,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K200356,510(k),2020-06-11,2020,Q2,MEDO ARIA,Medo.ai,Radiology,QIH,1,MEDO ARIA,Medo.Ai,2020-02-13,119,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K200980,510(k),2020-06-11,2020,Q2,Auto 3D Bladder Volume Tool,"Butterfly Network, Inc.",Radiology,IYO,1,Auto 3D Bladder Volume Tool,"Butterfly Network, Inc.",2020-04-14,58,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Imaging, Pulsed Echo, Ultrasonic",2,892.1560,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K200974,510(k),2020-06-03,2020,Q2,QLAB Advanced Quantification Software,Philips Healthcare,Radiology,QIH,1,QLAB Advanced Quantification Software,Philips Health Care,2020-04-13,51,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192601,510(k),2020-06-01,2020,Q2,uWS-MR,"Shanghai United Imaging Healthcare Co., Ltd",Radiology,QIH,1,uWS-MR,"Shanghai United Imaging Healthcare Co., Ltd.",2019-09-20,255,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K201034,510(k),2020-05-14,2020,Q2,Syngo.CT CaScoring,"Siemens Medical Solutions USA, Inc.",Radiology,JAK,1,Syngo.CT CaScoring,"Siemens Medical Solutions USA, Inc.",2020-04-20,24,SESE,Substantially Equivalent,Special,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192901,510(k),2020-05-12,2020,Q2,HealthVCF,Zebra Medical Vision Ltd.,Radiology,QFM,1,HealthVCF,"Zebra Medical Vision, Ltd.",2019-10-15,210,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Prioritization Software For Lesions,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193176,510(k),2020-05-05,2020,Q2,uMR 780,"Shanghai United Imaging Healthcare Co., Ltd",Radiology,LNH,1,uMR 780,"Shanghai United Imaging Healthcare Co., Ltd.",2019-11-18,169,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193220,510(k),2020-05-05,2020,Q2,AVIEW LCS,"Coreline Soft Co., Ltd",Radiology,LLZ,1,AVIEW LCS,"Coreline Soft Co., Ltd.",2019-11-21,166,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K201012,510(k),2020-05-01,2020,Q2,"EPIQ Diagnostic Ultrasound System Series, Affiniti Diagnostic Ultrasound System Series, CX50 Diagnostic Ultrasound System, Sparq Diagnostic Ultrasound System, Lumify Diagnostic Ultrasound System","Philips Ultrasound, Inc.",Radiology,IYN,1,"EPIQ Diagnostic Ultrasound System Series, Affiniti Diagnostic Ultrasound System Series, CX50 Diagnostic Ultrasound System, Sparq Diagnostic Ultrasound System, Lumify Diagnostic Ultrasound System","Philips Ultrasound, Inc.",2020-04-17,14,SESE,Substantially Equivalent,Special,N,,,,1,"System, Imaging, Pulsed Doppler, Ultrasonic",2,892.1550,RA,Radiology,RA,N,N,N,Y,Eligible,5,2,3,2,2021-08-19,2025-07-03,475.0,1,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193351,510(k),2020-04-21,2020,Q2,NinesAI,"Nines, Inc.",Radiology,QAS,1,NinesAI,"Nines, Inc.",2019-12-03,140,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K200755,510(k),2020-04-16,2020,Q2,Caption Guidance,Caption Health,Radiology,QJU,1,Caption Guidance,Caption Health,2020-03-23,24,SESE,Substantially Equivalent,Traditional,N,,,,1,Image Acquisition And/Or Optimization Guided By Artificial Intelligence,2,892.2100,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192167,510(k),2020-04-13,2020,Q2,CuraRad-ICH,CuraCloud Corp.,Radiology,QAS,1,CuraRad-ICH,Curacloud Corp.,2019-08-09,248,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193282,510(k),2020-04-10,2020,Q2,SIGNA Premier,"GE Healthcare (GE Medical Systems, LLC)",Radiology,LNH,1,SIGNA Premier,"Ge Healthcare (Ge Medical Systems, LLC)",2019-11-27,135,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,7,7,6,1,2021-06-04,2026-02-27,420.0,1,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193300,510(k),2020-04-08,2020,Q2,AIMI-Triage CXR PTX,"RADLogics, Inc.",Radiology,QFM,1,AIMI-Triage CXR PTX,"Radlogics, Inc.",2019-11-27,133,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Prioritization Software For Lesions,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193087,510(k),2020-03-31,2020,Q1,Rapid ICH,iSchemaView Incorporated,Radiology,QAS,1,Rapid ICH,Ischemaview Incorporated,2019-11-06,146,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192732,510(k),2020-03-26,2020,Q1,BodyGuardian Remote Monitoring System,"Preventice Technologies, Inc.",Cardiovascular,DSI,1,BodyGuardian Remote Monitoring System,"Preventice Technologies, Inc.",2019-09-27,181,SESE,Substantially Equivalent,Traditional,N,,,,1,"Detector And Alarm, Arrhythmia",2,870.1025,CV,Cardiovascular,CV,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193518,510(k),2020-03-26,2020,Q1,KOSMOS,"EchoNous, Inc.",Radiology,IYN,1,KOSMOS,"EchoNous, Inc.",2019-12-19,98,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Imaging, Pulsed Doppler, Ultrasonic",2,892.1550,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192437,510(k),2020-03-25,2020,Q1,Arterys MICA,Arterys Inc.,Radiology,QIH,1,Arterys MICA,"Arterys, Inc.",2019-09-06,201,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192854,510(k),2020-03-25,2020,Q1,MammoScreen,Therapixel,Radiology,QDQ,1,MammoScreen,Therapixel,2019-10-04,173,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,892.2090,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193281,510(k),2020-03-20,2020,Q1,Hepatic VCAR,GE Medical Systems SCS,Radiology,JAK,1,Hepatic VCAR,GE Medical Systems SCS,2019-11-27,114,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K200036,510(k),2020-03-20,2020,Q1,AI-ECG Tracker,"Shenzhen Carewell Electronics Co., Ltd.",Cardiovascular,DPS,1,AI-ECG Tracker,"Shenzhen Carewell Electronics Co., Ltd.",2020-01-08,72,SESE,Substantially Equivalent,Traditional,N,,,,1,Electrocardiograph,2,870.2340,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193658,510(k),2020-03-18,2020,Q1,Viz ICH,"Viz.ai, Inc.",Radiology,QAS,1,Viz ICH,"Viz. Ai, Inc.",2019-12-30,79,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193267,510(k),2020-03-16,2020,Q1,Al-Rad Companion (Musculoskeletal),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,1,Al-Rad Companion (Musculoskeletal),"Siemens Medical Solutions USA, Inc.",2019-11-26,111,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192388,510(k),2020-03-12,2020,Q1,SonoVision Ultrasound Imaging System,"Tissue Differentiation Intelligence, LLC",Radiology,IYN,1,SonoVision Ultrasound Imaging System,"Tissue Differentiation Intelligence, LLC",2019-09-03,191,SESE,Substantially Equivalent,Abbreviated,N,,,,1,"System, Imaging, Pulsed Doppler, Ultrasonic",2,892.1550,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192574,510(k),2020-03-09,2020,Q1,"Vantage Galan 3T, MRT-3020, V6.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,1,"Vantage Galan 3T, MRT-3020, V6.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,2019-09-19,172,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193216,510(k),2020-03-09,2020,Q1,syngo.CT Lung CAD,"Siemens Medical Solutions, Inc",Radiology,OEB,1,syngo.CT Lung CAD,"Siemens Medi Cal Solutions, Inc.",2019-11-21,109,SESE,Substantially Equivalent,Traditional,N,,,,1,"Lung Computed Tomography System, Computer-Aided Detection",2,892.2050,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193229,510(k),2020-03-05,2020,Q1,Transpara,ScreenPoint Medical B.V.,Radiology,QDQ,1,Transpara,Screenpoint Medical B.V.,2019-11-22,104,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,892.2090,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K191550,510(k),2020-03-04,2020,Q1,Broncholab,Fluidda Inc.,Radiology,JAK,1,Broncholab,"Fluidda, Inc.",2019-06-12,266,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K191556,510(k),2020-02-28,2020,Q1,Red Dot,Behold.AI Technologies Limited,Radiology,QFM,1,Red Dot,Behold.Ai Technologies Limited,2019-06-12,261,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Prioritization Software For Lesions,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K191928,510(k),2020-02-28,2020,Q1,AccuContour,Xiamen Manteia Technology LTD.,Radiology,QKB,1,AccuContour,"Xiamen Manteia Technology , Ltd.",2019-07-19,224,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Image Processing Software For Radiation Therapy,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192962,510(k),2020-02-28,2020,Q1,icobrain-ctp,Icometrix NV,Radiology,LLZ,1,icobrain-ctp,Icometrix NV,2019-10-22,129,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192832,510(k),2020-02-21,2020,Q1,Aquilion Prime SP (TSX-303B8) V10.2 with AiCE-i,Canon Medical Systems Corporation,Radiology,JAK,1,Aquilion Prime SP (TSX-303B8) V10.2 with AiCE-i,Canon Medical Systems Corporation,2019-10-02,142,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,1,1,0,1,2020-11-09,2020-11-09,262.0,1,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192973,510(k),2020-02-19,2020,Q1,densitas densityai,"Densitas, Inc.",Radiology,LLZ,1,densitas densityai,"Densitas, Inc.",2019-10-24,118,SESE,Substantially Equivalent,Special,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193248,510(k),2020-02-14,2020,Q1,"Biograph Vision, Biograph mCT Family of PET/CTs","Siemens Medical Solutions USA, Inc",Radiology,KPS,1,"Biograph Vision, Biograph mCT Family of PET/CTs","Siemens Medical Solutions USA, Inc.",2019-11-25,81,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Tomography, Computed, Emission",2,892.1200,RA,Radiology,RA,N,N,N,Y,Eligible,2,1,2,0,2023-01-16,2023-01-16,1067.0,1,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192828,510(k),2020-02-13,2020,Q1,Aquilion ONE (TSX-306A/3) V10.0 with Spectral Imaging System,Canon Medical Systems Corporation,Radiology,JAK,1,Aquilion ONE (TSX-306A/3) V10.0 with Spectral Imaging System,Canon Medical Systems Corporation,2019-10-02,134,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193178,510(k),2020-02-12,2020,Q1,Biograph Horizon,"Siemens Medical Solution USA, Inc.",Radiology,KPS,1,Biograph Horizon,"Siemens Medical Solution USA, Inc.",2019-11-18,86,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Tomography, Computed, Emission",2,892.1200,RA,Radiology,RA,N,N,N,Y,Eligible,1,1,1,0,2023-01-16,2023-01-16,1069.0,1,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192377,510(k),2020-02-10,2020,Q1,"Ethos Treatment Management, Ethos Treatment Planning, Ethos Radiotherapy System, Halcyon","Varian Medical Systems, Inc.",Radiology,IYE,1,"Ethos Treatment Management, Ethos Treatment Planning, Ethos Radiotherapy System, Halcyon","Varian Medical Systems, Inc.",2019-08-30,164,SESE,Substantially Equivalent,Traditional,N,,,,1,"Accelerator, Linear, Medical",2,892.5050,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
DEN190040,De Novo,2020-02-07,2020,Q1,Caption Guidance,"Bay Labs, Inc.",Radiology,QJU,1,Caption Guidance,"bay labs, inc.",2019-08-27,164,DENG,Granted,,,,Direct,N,1,Image Acquisition And/Or Optimization Guided By Artificial Intelligence,2,892.2100,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193109,510(k),2020-01-24,2020,Q1,MRCAT brain,Philips Medical Systems MR Finland,Radiology,MUJ,1,MRCAT brain,Philips Medical Systems MR Finland,2019-11-08,77,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Planning, Radiation Therapy Treatment",2,892.5050,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192415,510(k),2020-01-17,2020,Q1,Study Watch with Irregular Pulse Monitor,Verily Life Sciences LLC,Cardiovascular,DXH,1,Study Watch with Irregular Pulse Monitor,"Verily Life Sciences, LLC",2019-09-04,135,SESE,Substantially Equivalent,Traditional,N,,,,1,"Transmitters And Receivers, Electrocardiograph, Telephone",2,870.2920,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192956,510(k),2020-01-16,2020,Q1,Auto Positioning,"GE Hangwei Medical Systems, Co., Ltd.",Radiology,JAK,1,Auto Positioning,"Ge Hangwei Medical Systems Co., Ltd.",2019-10-21,87,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K191125,510(k),2020-01-15,2020,Q1,ADAS 3D,Galgo Medical S.L,Radiology,LLZ,1,ADAS 3D,Galgo Medical S.L,2019-04-29,261,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
